halId_s,docType_s,doiId_s,title_s,authFullName_s,journalTitle_s,journalPublisher_s,conferenceTitle_s,publicationDateY_i,conferenceStartDateY_i,keyword_s
hal-01583971,OUV,,"Raisonnement à partir de cas 2 : surveillance\, diagnostic et maintenance","Jean Renaud,Brigitte Chebel Morello,Béatrice Fuchs,Jean Lieber",,,,2007,,
hal-00167633,COMM,,Styles d'apprentissage et pédagogie active en formation d'ingénieurs. La prise de conscience de ses préférences facilite-t-elle l'acte d'apprendre ?,"Raphaël Bary,M. Rees",,,"4ème Colloque ""Questions de pédagogies dans l'enseignement supérieur""",2007,2007,
tel-01752942,THESE,,"L'amélioration de l'habitabilité automobile de demain : l'application des principes de la construction architecturale de la maison dans la conception de l'habitacle des concepts-cars,Improvement of tomorrow's automobile habitability : application of the habitat architectural construction principles in the design of the automobile's cabin",Riad Khoudeir,,,,2007,,"Cabin,Home,Habitability,Car,Design,Architecture,Mapping,Habitacle,Habitat,Automobile,Habitabilité,Conception,Génie industriel,Automobiles Habitacles,Automobiles expérimentales -Habitacles,Design architectural,Conception assistée par ordinateur"
hal-00342688,OUV,,Raisonnement à partir de cas 1. Conception et Configuration de produits.,"Jean Renaud,Brigitte Chebel-Morello,Béatrice Fuchs,Jean Lieber",,,,2007,,
hal-00284780,COUV,,Actualization of the cooperation concept from a neo-Schumpeterian perspective. Application to the automotive sector.,"S. Aubert,L. Morel",,,,2007,,
hal-00270627,ART,10.1016/j.ejor.2005.04.013,Comparison of two multicriteria decision aid methods : Net Flow and Rough Set Methods in a high yield pulping process,"J. Renaud,J. Thibault,R. Lanouette,L.N. Kiss,K. Zaras,C. Fonteix",European Journal of Operational Research,Elsevier,,2007,,"Decision support system,Decision making,Preference,Expert system,Knowledge base,Decision rule,Operating conditions,Pareto optimum,Mass production,Roughness,Decision aid,Multicriteria analysis"
hal-00342693,OUV,,"Raisonnement à partir de cas 2. Surveillance\, diagnostic et maintenance.","Jean Renaud,Brigitte Chebel-Morello,Béatrice Fuchs,Jean Lieber",,,,2007,,
hal-00284794,COUV,,Apport de la théorie TRIZ dans les phases de retour d'expérience des projets innovants,"V. Boly,E. Marcandella,M. Camargo",,,,2007,,
hal-00160670,COUV,,A successful horizontal cooperation in the automobile industry,"Laure Morel-Guimaraes,Sandrine Aubert",,,,2007,,
hal-00279742,COMM,,La gestion d'un club de foot : apport du management par la valeur,"B. Brabant,N. Holveck,J.P. Grandhaye",,,22ème congrès francophone de management de projet AFITEP AFAV AFIS ANACT AECI,2006,2006,
hal-00279732,COMM,,La dérive des cadres normatifs : des standards d'interopérabilité au formatage des représentations,J.L. Coujard,,,"5ème colloque ""La métamorphose des organisations : nouvelles régulations, normalisation et dynamique des organisations""",2006,2006,
hal-00167638,COMM,,An evaluation of a french health network,"E. Boschetti,B. Demore,J.P. Grandhaye",,,"Service, system, service management, Special Session on Hospital Management, IEEE/SSSM06",2006,2006,
hal-00167637,COMM,,The empowerment factors of patients: Relevant to a holonique approach,"M.A. Giuliani Citton,J.P. Grandhaye,A. Abouabdellah,A. Cherkaoui",,,"Service, system, service management, Special Session on Hospital Management IEEE/SSSM06",2006,2006,
hal-00114192,COMM,,Vers une extension floue de NIAM – Fuzzy NIAM,"Cyril Mazaud,Pascal Lhoste,Vincent Bombardier,Eric Levrat",,,LFA' 2006 : 14ème rencontres Francophones sur la Logique Floue et ses Applications,2006,2006,"Méthode NIAM,Modélisation,Imprécision,Incertitudes,Théorie des ensembles flous"
hal-00167635,COMM,,Pronistico de la demanda en entomos multiproducto,"Jaume Roig Guitart,M. Camargo,R. Forradelas",,,Encuentro de Investigadores y Docentes de Ingenieria - ENIDI,2006,2006,
hal-00117374,COMM,,Expert optimisation of beam orientation and quality controls for intensity-modulated radiotherapy (IMRT),"Karine Gerard,Pierre Aletti,Alain Noel,Hanna Kafrouni,Vincent Marchesi,Jean-Pierre Grandhaye,François Husson,Xavier Franceries",Clinical Neurophysiology,Elsevier,,2006,2006,"Radiotherapy,Optimization,IMRT"
hal-00118433,COMM,,Expert optimisation of beam orientation and quality controls for intensity-modulated radiotherapy (IMRT),"Karine Gerard,Pierre Aletti,Alain Noel,Hanna Kafrouni,Vincent Marchesi,Jean-Pierre Grandhaye,François Husson,Xavier Franceries",,,,2006,2006,
hal-00167643,COMM,,Contribution de la démarche d'auto-évaluation à l'autonomisation des professionnels : application à une Unité Centralisée pour la préparation des Cytotoxiques du réseau Oncolor,"C. Lapointe,J.P. Grandhaye,S. Gibaud",,,3ème conférence francophone en gestion et ingénierie des systèmes hospitaliers (GISEH),2006,2006,
hal-00167644,COMM,,Les déterminants de l'autonomisation des patients : intérêt et apports d'une vision holonique,"M.A. Citton,J.P. Grandhaye",,,3ème conférence francophone en gestion et ingénierie des systèmes hospitaliers (GISEH),2006,2006,
hal-00167640,COMM,,Analyse de la valeur d'une organisation hospitalière et performance de ses processus,"J.P. Grandhaye,A. Rakotondranaivo,R. Delauney",,,3ème conférence francophone en gestion et ingénierie des systèmes hospitaliers (GISEH),2006,2006,
hal-00167639,COMM,,Les limites des approches fonctionnelles et dysfonctionnelles dans le secteur santé : apport des réseaux bayésiens,"H. Vigouroux,J.P. Grandhaye",,,3ème conférence francophone en gestion en ingénierie des systèmes hospitaliers (GISEH),2006,2006,
hal-00167636,COMM,,Activity Based Costing : outil d'aide à la décision stratégique dans le milieu hospitalier,"M. Camargo,L. Digon-Garcia,G. Dubost,M. Fiorani,H. Labiche",,,Conférence GISEH - Gestion et Ingénierie des Systèmes Hospitaliers,2006,2006,
hal-00284821,COUV,,Estimation des coûts dans des industries à haut degré de diversité : modèles interprétables neuro-flous.,"M. Camargo,A.M. Jolly-Desod,J.M. Castelain",,,,2006,,
hal-00154281,ART,,Innovative collective process around graphic intermediate representation in the Early Stage of the Design Process: Toward a conceptual framework to improve the collective exploration of innovation,"Nadine Stoeltzlen,Benoît Roussel,Thomas Valette",Journal of Design Research,Inderscience,,2006,,
tel-01752744,THESE,,"Emergence et robustesse dans les projets de changement : approche des secteurs santé et entreprise,Emergence and robustness in the projects of change : health and compagny approach sectors",Stéphane Drouard,,,,2006,,"Robustness,Emergence,Management of Project,Health,Company,Robustesse,Gestion de projet,Santé,Entreprise,Compagny,Gestion de projets,Organisation de l'entreprise,Hôpitaux Administration,Changement organisationnel"
hal-00167647,COMM,,Multiproduct Supply Chain Strategic Planning,"Jaume Roig Guitart,R. Forradelas,M. Camargo",,,"Third International Conference on Production Research, Americas Region (ICPR)",2006,2006,
hal-00087474,COMM,,A fuzzy reasoning classification method for pattern recognition,"Emmanuel Schmitt,Cyril Mazaud,Vincent Bombardier,Pascal Lhoste",,,"15th International Conference on Fuzzy Systems, FUZZIEEE'06",2006,2006,"Pattern recognition,Fuzzy logic,Color classification"
hal-00083286,COMM,,Exchange Information or Knowledge?,"Jean-Philippe Auzelle,Pascal Lhoste,Frédérique Mayer",,,"International Symposium on Knowledge Communication and Conferences, 10th World Multi-Conference on Systemics, Cybernetics and Informatics, july 16-19",2006,2006,"Knowledge,Communication,Knowledge Modelling,Ontology,NIAM,ORM"
hal-00284533,OTHER,,Evaluation du processus d'innovation des entreprises,"N.G. Assielou,L. Morel-Guimaraes,V. Boly",,,,2006,,
hal-00284512,OTHER,,Emergence de coopération inter-entreprises : étude de cas,"H. Achelhi,P. Truchot,A. Aoussat",,,,2006,,
hal-00284536,OTHER,,"Pertinence de l'évaluation des besoins des clients au cours de la phase de ""Front-End"" dans un projet de développement de produits nouveaux","Helmi Ben Rejeb,Vincent Boly,L. Morel-Guimaraes",,,,2006,,
hal-00284639,OTHER,,La réalité virtuelle au service des designers. Application à l'objet architectural.,"A. Kattan,P. Truchot,B. Roussel",,,,2006,,
hal-00284658,OTHER,,Vers de nouveaux processus de conception en matière d'habitat,"W. Samet,P. Lhoste,F. Mayer",,,,2006,,
hal-00284518,OTHER,,Vers une coopération d'entreprises,"E. Soares,A. Jacques,I. Jbel,S. Mansord,O. Christmann,P. Truchot,H. Achelhi",,,,2006,,
hal-00384160,COMM,,NiPx new negative electrodes for lithium ion batteries,"Laure Monconduit,Simeon Boyanov,F. Gillot,L. Dupont,Mathieu Morcrette,Marie-Liesse Doublet,Jean‐marie Tarascon",,,"13th IMLB, International Meeting on lithium Batteries",2006,2006,
hal-00124841,COMM,,Optimisation experte de la balistique et des moyens de contrôles en Radiothérapie Conformationnelle par Modulation d'Intensité (RCMI),"Karine Gerard,Pierre Aletti,Hanna Kafrouni,Vincent Marchesi,Alain Noel,Jean-Pierre Grandhaye,François Husson,Xavier Franceries",,,45èmes journées scientifiques de la SFPM (Société Française de Physique Médicale),2006,2006,"Radiothérapie,Optimisation,RCMI"
hal-00118428,COMM,,Optimisation experte de la balistique et des moyens de contrôles en radiothérapie conformationnelle par modulation d'intensité (RCMI),"Karine Gerard,Pierre Aletti,Hanna Kafrouni,Vincent Marchesi,Jean-Pierre Grandhaye,François Husson,Xavier Franceries",,,45ème journée scientifique de la Société Française de Physique Médicale,2006,2006,
hal-00260077,ART,,Maps of Dipersions for Machining Processes,"Valéry Wolff,Arnaud Lefebvre,J. Renaud",Concurrent Engineering: Research and Applications,SAGE Publications,,2006,,"Knowledge capitalization,Know-how maps,Machining dispersions,Tolerancing and dimensioning"
hal-00167794,COMM,,Functional and dysfunctional analysis of an health network: contribution to the evaluation,"A. Rakotondranaivo,J.P. Grandhaye,Francis Guillemin",,,9th IFAC Symposium on Automated Systems Based on Human Skill and Knowledge (ASBoHS'06),2006,2006,
hal-00087466,COMM,,A fuzzy recognition model based on human skill integration,"Cyril Mazaud,Vincent Bombardier,Pascal Lhoste,Raphaël Vogrig",,,"9th IFAC Symposium on Automated Systems Based on Human Skill and Knowledge, ASBhS'06",2006,2006,"Image processing,Pattern recognition,Fuzzy Inference,Knowledge representation"
hal-00167656,COMM,,Improving new product design through multicriteria techniques comparison. Application to a chemical manufacturing process.,"Laure Morel,Mauricio Camargo,Jean Renaud,Christian Fonteix",,,15th international conference on Management of Technologie (IAMOT),2006,2006,
hal-02044916,COMM,,Relevance of assessing the consumer needs at the front-ends in a NPD project,"Helmi Ben Rejeb,Laure Morel,Vincent Boly",,,"9th IFAC ASBoHS Symposium on Automated Systems Based on Human Skill And Knowledge, ASBoHS'06",2006,2006,
hal-00167795,COMM,,The emergence factors of projects,"S. Drouard,J.P. Grandhaye,J. Menthonnex",,,9th IFAC Symposium on Automated Systems Based on Human Skill and Knowledge (ASBoHS'06),2006,2006,
hal-00167660,COMM,,Application of the Choquet integral to a chemical manufacturing process,"Mauricio Camargo,Christian Fonteix,Laure Morel",,,9th IFAC Symposium on Automated Systems Based on Human Skill and Knowledge (ASBoHS'06),2006,2006,
hal-00167655,COMM,,Comparison of multicriteria analysis techniques to improve the innovation process measurement,"Laure Morel,Mauricio Camargo",,,15th international conference on Management of Technologie (IAMOT),2006,2006,
hal-00149999,COMM,,Decision compromise modelling based on OWA operators,"Eric Levrat,Jean Renaud,Christian Fonteix",,,Symposium on Automated Systems Based on Human Skill and Knowledge,2006,2006,"Multi-criteria analysis,Subjective evaluation,OWA,Linguistic quantifier,Food industry"
hal-00150005,COMM,,Weights Determination in Industrial Decision Making Aided by OWA Operators,"Jean Renaud,Eric Levrat,Christian Fonteix",,,Symposium on Automated Systems Based on Human Skill and Knowledge,2006,2006,"Multi-criteria analysis,OWA,Weights of criteria,Fuzzy numbers"
hal-00167800,COMM,,Industrial Knowledge Memory and Multicriteria Decision Analysis,Negar Armaghan,,,9th IFAC Symposium on Automated Systems Based on Human Skill and Knowledge (ASBoHS'06),2006,2006,
hal-00167798,COMM,,Evaluation of the companies innovation process,N'Doli Guillaume Assielou,,,9th IFAC Symposium on Automated Systems Based on Human Skill and Knowledge (ASBoHS'06),2006,2006,
hal-00167666,COMM,,Evaluation and exploitation of knowledge robustess in Knowledge-based systems,"M. Barkowski,P. Pernelle,A. Lefebvre,M. Martinez,J. Renaud",,,9th IFAC Symposium on Automated Systems Based on Human Skill and Knowledge (ASBoHS'06),2006,2006,
hal-00167664,COMM,,A comparison of deACTsion maker compromise between two classification approaches based on OWA operators. Industrial application.,"E. Levrat,J. Renaud,C. Fonteix",,,9th IFAC Symposium on Automated Systems Based on Human Skill and Knowledge (ASBoHS'06),2006,2006,
hal-00167669,COMM,,"Auto-apprentissage et formation d'ingénieur : ruptures\, pratiques et innovation",Raphaël Bary,,,7ème colloque européen sur l'autoformation,2006,2006,
hal-00167679,COMM,,Formations européennes en ingénierie et variabilité culturelles des compétences à l'innovation requises par le marché de l'emploi européen,"C. Aubier,A. Zapata,V. Rault-Jacquot",,,8ème Biennale Internationale de l'Education et de la Formation,2006,2006,
hal-00284768,COMM,,De l'optimisation multicritère à l'aide à la décision : propositions de modèles de choix des recommandations à l'industriel lors de la conception et de la fabrication de produits nouveaux,J. Renaud,,,14ème Atelier du RàPC,2006,2006,
hal-00340998,COMM,,Le Raisonnement à Partir de Cas est-il utilisable pour l'aide à la conception inventive,"Isabel Estevez,Sébastien Dubois,Nathalie Gartiser,Jean Renaud,Emmanuel Caillaud",,,14e Atelier de Raisonnement à Partir de Cas,2006,2006,"RàPC,Ingénierie des connaissances,Conception inventive,Conception routinière,TRIZ"
hal-00167674,COMM,,Management de la performance et approches client centrées dans les organisations publiques : des instruments de progrès risqués ?,Jean-Louis Coujard,,,"15ème colloque international de la revue ""Politique et management public"" L'action publique au risque du client ? ""Client-centrisme"" et Citoyenneté",2006,2006,
hal-00160676,ART,,Is (Self-Directed) Learning the key skill for tomorrow's engineers?,"Raphaël Bary,M. Rees",European Journal of Engineering Education,Taylor & Francis,,2006,,
hal-00162398,ART,,"La COD\, une démarche de conception pour le secteur santé","V. Placet,Jean-Pierre Grandhaye",Le Management par la Valeur,,,2006,,
hal-00120314,ART,,Modélisation de connaissances « métier » pour le paramétrage d'un Système Flou d'identification de défauts sur des planches de bois.,"Cyril Mazaud,Vincent Bombardier,Pascal Lhoste,Raphaël Vogrig",e-STA Sciences et Technologies de l’Automatique,"SEE - Société de l'Electricité, de l'Electronique et des Technologies de l'Information et de la Communication",,2006,,"Modélisation de connaissances,Méthode NIAM,Formalisme ORM,Identification de défauts,Système d'inférences floues"
hal-00162347,ART,,"Aide à la décision : quels outils\, pour quoi faire ?","Djalil Chafai,P. Moriceau,J. Renaud,B. Yannou",Revue Qualité / Espace multicritère,,,2006,,
hal-00288988,OTHER,,Les bases de la gestion industrielle,"P. Arnould,J. Renaud",,,,2006,,
hal-00260535,COMM,,Evaluation and exploitation of knowledge robustness in knowledge-based systems,"M. Barcikowski,P. Pernelle,A. Lefebvre,M. Martinez,J. Renaud",,,9th IFAC (IEEE Control Systems Society) Symp. Automated Syst. Based on Human Skill and Knowledge (ASBoHS'06),2006,2006,"Robustness,Knowledge,Knowledge-based systems,Criteria of robustness"
hal-00160673,ART,,New Product Development Process (NPDP): updating the identification stage practices,"Laure Morel,Vincent Boly",International Journal of Product Development,Inderscience,,2006,,
hal-01321347,PROCEEDINGS,,Proceedings of the 9th IFAC ASBoHS'06 symposium on Automated Systems based on Human Skill and Knowledge,"Frédérique Mayer,Johan Stahre",,,9th IFAC ASBoHS'06 symposium on Automated Systems based on Human Skill and Knowledge,2006,,
hal-01320117,ART,10.1016/j.arcontrol.2006.09.004,Human-centred systems engineering,"Frédérique Mayer,Johan Stahre",Annual Reviews in Control,Elsevier,,2006,,
hal-00288731,COUV,,Intégration des clients dans les phases amont de l'innovation,"L. Morel-Guimaraes,V. Boly,P. Krawtchenko",,,,2006,,
hal-00288746,COUV,,Définition des niveaux d'action pour piloter l'innovation et contribution à une métrique de l'innovation,"V. Boly,L. Morel-Guimaraes",,,,2006,,
hal-00162340,ART,,L'information partagée soignant/soigné : un levier de l'autonomisation du patient : étude de la prise en charge des hémopathies malignes et des chimiothérapies associées,"Véronique Noirez,Jean-Pierre Grandhaye",Sante et Systemique,Editions Hermes,,2006,,
hal-00162335,ART,,Fiabilité humaine et processus de préparation des dispositifs médicaux stériles,"G. Barboza,N. Grunwald,Jean-Pierre Grandhaye,M. Labrude",Risques & qualité en milieu de soins,Health & Co.,,2006,,
hal-00288934,COUV,,Travail collaboratif interdisciplinaire dans les phases amont de l'innovation : impact de l'image,"B. Roussel,N. Stoeltzlen",,,,2006,,
hal-00284809,COUV,,C4 Innovation method,"O. Maxant,B. Roussel,G. Piat",,,,2006,,
hal-00083285,COMM,,From Information Technologies to Knowledge Technologies?,"Jean-Philippe Auzelle,Frédérique Mayer,Pascal Lhoste",,,"9th IFAC symposium on Automated Systems Based on Human Skill and Knowledge, ASBoHS'06, May22-24",2006,2006,"Communication,Knowledge Modelling,Ontology,Semantic Web,Ambient Intelligence,NIAM,ORM"
hal-00083284,COMM,,Des technologies de l'information aux technologies de la connaissance ?,"Jean-Philippe Auzelle,Frédérique Mayer,Pascal Lhoste",,,"4ème conférence annuelle sur les avancées de l'ingénierie système, AFIS 2006. 2-4 mai",2006,2006,"Communication,Modélisation,Ontologie,Semantic Web,Ambient Intelligence,NIAM,ORM,Knowledge Modelling,Ontology,Web Semantic,Intelligence Ambiante"
hal-00162419,ART,,Conception fonctionnelle d'un observatoire de l'obsolescence des composants électroniques,"Jean-Pierre Grandhaye,N. Gele,G. de Niort,B. de Miscaut",Le Management par la Valeur,,,2005,,
hal-00280022,COMM,,Les facteurs d'émergence de projets face aux modèles d'organisation,"J.P. Grandhaye,S. Drouard,A. Rakotondranaivo",,,Congrès francophone du management de projet AFAV AFITEP AFIS ANACT,2005,2005,
hal-00162417,ART,,La dialogique ordre désordre et la création de valeur dans les organisations complexes fonctionnant en réseau,"B. Vidal,J. Vigneron,M.A. Hoffman,Jean-Pierre Grandhaye",Le Management par la Valeur,,,2005,,
tel-01752924,THESE,,"Simulation en ergonomie : facteur d'innovation dans la conception de produits : application à la conception de systèmes de travail,Simulation in ergonomics : innovator factor for the products design. Application to the work systems design",Liliana Cristina Chitescu,,,,2005,,"Conception de produits - Ingénierie concurrente - Innovation - Ergonomie - Simulation numérique - Mannequin numérique - Maquettes numériques - Réalité virtuelle - Outils XAO - Système de travail - Activités gestuelles et posturales - Troubles musculo-squelettiques TMS,Travai industriel-Innovations,Travail industriel-Santé et hygiène"
hal-00284773,COMM,,Evaluation hiérarchisée des facteurs limitant l'appropriation et la mise en oeuvre des référentiels Oncolor pour améliorer leur utilisation,"A. Rakotondranaivo,J.P. Grandhaye,J.F. Collin,I. Klein,D. Sommelet",,,Journée Recherche de la Haute Autorité de Santé,2005,2005,
hal-00163115,COMM,,Ingenieria de la innovacion y gestion de la technologia : viligancia y prospectiva,Laure Morel-Guimaraes,,,"Master en Ciencias de la Ingenieria (Master en Sciences de l'Ingénierie), Universidad de Santiago do Chile, Département de Génie Industriel",2005,2005,
hal-00163284,COMM,,"Plataforma escuela/empresa/region : medios para acelerar los intercambios entre las universidades\, empresas y regiones",Laure Morel-Guimaraes,,,"Congreso de Ingeneria Industrial ""Technologia y Innovacion : Pilares par el Chile que viene"" (Congrès de Génie Industriel ""Technologie et Innovation : enjeux pour le Chili de demain""",2005,2005,
tel-02050202,HDR,,"les vecteurs de l'évolution organisationnelle : communication\, confiance\,compétences",Marie Reine Boudarel,,,,2005,,"Change management process,Complexity,Interactions,Skills,Interfirms relationships,Changement technico-organisationnel,Cooperation Process,Change process,Change management and accompaniment,Quality management,Coopération interentreprises,Internal cooperation,Communication,Confiance,Skills management"
hal-00163287,COMM,,Ingenieria de la innovacion : metedologia y herramientas,Laure Morel-Guimaraes,,,"Workshop du Laboratorio Integrado de Sistemas Inteligentes - Universidad Nacional de San Juan, Département de Génie Industriel",2005,2005,
hal-00284775,COMM,,Modélisation et pilotage des réseaux de santé,"A. Rakotondranaivo,J.P. Grandhaye",,,Journées Doctorales et Nationales du GDR MACS (JDMACS JNMACS),2005,2005,
hal-00279886,COMM,,"Modélisation de connaissances ""métier"" pour le paramétrage d'un système flou d'identification de défauts sur des planches de bois","C. Mazaud,P. Lhoste,V. Bombardier,R. Vogrig",,,Journées Doctorales et Nationales du GDR MACS (JDMACS/JNMACS'05),2005,2005,
hal-00280027,COMM,,Apport de la modélisation d'entreprise au pilotage de réseaux,"A. Rakotondranaivo,J.P. Grandhaye",,,"Journées JDMACS, JNMACS GT GISEH",2005,2005,
hal-00163289,COMM,,Innovation Engineering: the best practices in innovative companies,Laure Morel-Guimaraes,,,"Conférence inaugurale du Master ""Logistica y sistema de informacion - Universidad Nacional de Cuyo, Département de Génie Industriel",2005,2005,
hal-00284688,OTHER,,Intérêt d'intégration de la réalité virtuelle dans le processus de conception industriel,"A. Kattan,P. Truchot,B. Roussel",,,,2005,,
hal-00284671,OTHER,,Quelques approches pour la mesure de l'innovation dans les entreprises,"N.G. Assielou,Helmi Ben Rejeb,V. Boly,L. Morel-Guimaraes",,,,2005,,
hal-00284684,OTHER,,Démarche innovative pour classer les facteurs d'émergence de la coopération,"H. Achelhi,A. Aoussat,P. Truchot",,,,2005,,
hal-00167802,COMM,,"Resistance\, sensitivity and risks bonded to knowledge","M. Barkowski,A. Lefebvre,J. Pernelle,M. Martinez,J. Renaud",,,IMACS,2005,2005,
hal-00167810,COMM,,"Modelling and evaluation of the health networks\, Invited-oral Area 9.2 Cultural and cost aspects of controlling and distributed collaborative engineering","Auguste Rakotondranaivo,Jean-Pierre Grandhaye,Frédérique Mayer",,,16th IFAC World Congress,2005,2005,
hal-00167823,COMM,,Identification des décisions dans un réseau de santé,"Auguste Rakotondranaivo,Jean-Pierre Grandhaye,Claude Pourcel",,,6ème congrès international de génie industriel,2005,2005,
hal-00167804,COMM,,Pilotage des systèmes de connaissances et de compétences : quelle définition des concepts principaux ?,"E. Bonjour,J. Renaud",,,"6ème Congrès International de Génie Industriel ""Le Génie Industriel, facteur d'équilibre face aux enjeux de société""",2005,2005,
hal-00162749,ART,,Mise en évidence des facteurs clés favorisant l'émergence de projets. Etude de cas dans un réseau de santé,"S. Drouard,Jean-Pierre Grandhaye,I. May",Gestions hospitalières : la revue du management hospitalier,Gestions hospitalières,,2005,,
hal-00167806,COMM,,"Strategies for innovation\, social innovation through development of new products in the automobile european industry","Sandrine Aubert,Laure Morel",,,IAMOT - International Conference on Management of Technology,2005,2005,
hal-00167826,COMM,,A methodology to measure the innovation processes capacities in enterprises,"Ramòn Corona-Armenta,Laure Morel-Guimaraes,Vincent Boly",,,IAMOT - International Conference on Management of Technology,2005,2005,
hal-00279912,COMM,,"Modélisation de connaissances ""métier"" intégrées par un système d'inférences floues - Application à la reconnaissance de défauts du bois","C. Mazaud,V. Bombardier,P. Lhoste,R. Vogrig",,,9ème Colloque National AIP-PRIMECA sur les méthodes et modèles innovants pour la conception de modèles industriels,2005,2005,
hal-00279915,COMM,,Proposition d'une démarche de retour d'expérience prospectif lors des étapes amont du processus d'innovation,"M.G. Durand,J. Renaud,V. Boly",,,9ème Colloque sur la Conception Mécanique Intégrée,2005,2005,
hal-00167808,COMM,,"Aménagement des territoires à risques : enjeux\, acteurs et processus de décision","Y. Dissart,L. Morel-Guimaraes,O. Chery,T. Verdel",,,QUALITA,2005,2005,
hal-00167569,COMM,,Method of classification by method OWA operator,"E. Levrat,J. Renaud,C. Fonteix",,,"Preference Modelling, Multiple Criteria Decision Aiding",2005,2005,
hal-00280025,COMM,,Apport de l'approche par processus pour évaluer les réseaux,"A. Rakotondranaivo,J.P. Grandhaye",,,"XVIIIe Journées EMOIS (Evaluation, Management, Organisation, Information, Santé)",2005,2005,
hal-00289140,OUV,,Management of Technology: key success factors for Innovation and Sustainable Development,"L. Morel-Guimaraes,T. Khalil,Y.A. Hosni",,,,2005,,
hal-00160882,ART,,Taking into consideration the sociocultural dimension in the drive for change through quality: application to the Moroccan company,"M. Nouiga,Rémy Gautier,Patrick Truchot",Quality Engineering,Taylor & Francis,,2005,,
hal-00162423,ART,,Constitution d'une mémoire projet par retour d'expérience lors des étapes amont du processus d'innovation,"Marie-Gaëtane Durand,J. Renaud,Vincent Boly",Revue française de gestion industrielle,Association française de gestion industrielle,,2005,,
hal-00162428,ART,,Approche processus et évaluation des réseaux. Résultats préliminaires d'une application en oncologie,"Auguste Rakotondranaivo,Jean-Pierre Grandhaye,I. Klein,I. Krakowski,D. Sommelet,J.F. Collin,Francis Guillemin",Journal d'Economie Médicale,Masson,,2005,,
hal-00289001,OTHER,,Implantation d'atelier - Démarche et outils,"P. Arnould,J. Renaud",,,,2005,,
hal-00162750,ART,,Apport des TICE aux échanges coopératifs dans les réseaux de santé,"Jean-Pierre Grandhaye,Auguste Rakotondranaivo,I. May",Sante et Systemique,Editions Hermes,,2005,,
hal-00160867,ART,,A proposal for considering sustainable development as a tool for companies to evaluate their future development scenarios,"Matthieu Jacquot,Laure Morel,Olivier Chery",Book series Management of Technology,,,2005,,
hal-00162401,ART,,A proposal for a model to predict the effects of organisational change on safety: application in a maintenance establishment of SNCF,"Olivier Chery,Elie Fadier,Sylvain Duriez",Archives of Transport - The Journal of the Polish Academy of Sciences,,,2005,,
hal-00160870,ART,,Usage and ergonomics as common reference points for cooperation and innovation among disciplines,"Thomas Valette,Benoît Roussel,Dominique Millet,Robert Duchamp",Book series Management of Technology: Key success factors for innovation and sustainable development,,,2005,,
hal-00162436,ART,,Evaluation des structures et de l'organisation des soins oncologiques de support en Lorraine,"S. Toussaint,C. Roemer-Becuwe,I. Krakowski,Auguste Rakotondranaivo,T. Jonveaux,G. Torloting,M. Wagner,A. Gauthier,R. Bouvier,P. Douart,C. Hullen,S. Walter,S. Theobald,A. Laurent-Beq,C. Lothon",Oncologie,Springer Verlag,,2005,,
hal-00289000,OTHER,,Les référentiels et l'auto-contrôle,J.P. Grandhaye,,,,2005,,
hal-00160680,ART,,Innovation in engineering education: a french sample of design and continuous updating of an Engineering School to Industrial Needs,"Laure Morel,Claudine Guidat",International Journal of Technology Management,Inderscience,,2005,,
hal-00162752,ART,,Le management par la valeur pour donner du sens à un projet : application à l'intégration du personnel au bloc opératoire,"I. Maggi,Jean-Pierre Grandhaye",Le Management par la Valeur,,,2004,,
hal-00280035,COMM,,La COD une démarche de conception pour le secteur santé,"J.P. Grandhaye,V. Placet",,,Congrès francophone du management de projet AFAV AFITEP AFIS,2004,2004,
hal-00161623,ART,,Mastering the innovativeness potential: results of an expert consultation?,"Laure Morel,Vincent Boly",Revista Electrònica de Administração,,,2004,,
hal-00280038,COMM,,Proposition de critères pour l'évaluation de la robustesse des connaissances technologiques,"M. Barkowski,A. Lefebvre,J. Renaud,M. Martinez",,,2ème Colloque CE2I,2004,2004,
hal-00167830,COMM,,Fuzzy linguistic rules identification system for wood quality,"E. Schmitt,C. Mazaud,V. Bombardier,P. Lhoste,P. Charpentier,R. Vogrig",,,AISTA - International Conference in Advances in Intelligent Systems - Theory and Applications,2004,2004,
hal-03794056,MEM,,L’introduction du mythe et du symbole : quels apports pour la formation scientifique et technique ?,Laurent Dupont,,,,2004,,"Mythe,Symbole,Paradigme,Rupture,Science"
hal-00284778,COMM,,Contribution à la modélisation et à l'évaluation des performances des réseaux de santé. Application au réseau de santé Oncolor,"A. Rakotondranaivo,J.P. Grandhaye",,,"Journées du GDR-MACS (Groupe de Recherche en Modélisation, Analyse et Conduite des Systèmes dynamiques",2004,2004,
tel-01750048,THESE,,"La collaboration interdisciplinaire et la contextualisation par l'usage dans la création et l'évaluation amont d'offres innovantes : application au domaine de l'énergie domestique,Interdisciplinary collaboration and use contextualisation in creation and the upstream evaluation of innovating offers : application to the field of electric power",Olaf Maxant,,,,2004,,"Innovation,Conception,Usage,Collaboration,Évaluation,Fiche idée,Contextualisation,Créativité,Concept situationnel,Industries énergétiques-Innovations,Recherche industrielle"
